     Index                                              Tweet                                              Match                            Polarity
      1804                                      RT @alanas...                                            [worst]                            Negative
      1806                                      RT @itsTar...                                            [worst]                            Negative
      1809                                      RT @George...                                         [harassed]                            Negative
      1810                                      @AlBowers1...                                  [adverse, proper]                             Neutral
      1812                                      RT @KerriS...                              [hard, protect, like]                            Positive
      1814                                      @chasekuer...                                    [freedom, hard]                             Neutral
      1817                                      RT @alanas...                                            [worst]                            Negative
      1818                                      @lacunalin...                                    [fell, relaxed]                             Neutral
      1821                                      RT @George...                                         [harassed]                            Negative
      1823                                      At a 1yr o...                                             [fine]                            Positive
      1826                                      RT @patrio...                                            [punch]                            Negative
      1827                                      RT @RCdeWi...                                             [like]                            Positive
      1828                                      @roussin_b...                                       [respectful]                            Positive
      1830                                      Sometimes ...                                             [fall]                            Negative
      1832                                      @CarmellaW...                                          [hideous]                            Negative
      1835                                      RT @a_long...                              [significant, burden]                             Neutral
      1837                                      Makeup isn...                                          [stunned]                            Positive
      1838                                      RT @Dangan...                                  [cracked, dented]                            Negative
      1840                                      @Antonio_C...                               [better, detracting]                             Neutral
      1841                                      RT @patrio...                                            [punch]                            Negative
      1843                                      RT @alanas...                                            [worst]                            Negative
      1846                                      RT @alanas...                                            [worst]                            Negative
      1848                                      RT @Marcus...                                             [lost]                            Negative
      1849                                      @debbieNP1...                                [allergic, healthy]                             Neutral
      1852                                      @Jessica32...                                          [perfect]                            Positive
      1854                                      RT @alanas...                                            [worst]                            Negative
      1856                                      RT @George...                                         [harassed]                            Negative
      1859                                      @EricTopol...                                     [tyrannically]                            Negative
      1860                                      @daveirl @...                                        [infection]                            Negative
      1864                                      RT @THEDav...                                         [refusing]                            Negative
      1865                                      RT @patrio...                                            [punch]                            Negative
      1867                                      RT @_lokes...                                            [death]                            Negative
      1869                                      RT @Marcus...                                             [lost]                            Negative
      1870                                      @DanimAndL...                                            [silly]                            Negative
      1872                                      @NCnote @S...                                  [support, cancer]                             Neutral
      1876                                      RT @alanas...                                            [worst]                            Negative
      1877                                      RT @alanas...                                            [worst]                            Negative
      1879                                      RT @miffyt...                                             [love]                            Positive
      1880                                      @minus3dbx...                                       [impossible]                            Negative
      1882                                      RT @LibraT...                                  [upset, annoying]                            Negative
      1886                                      RT @Marcus...                                             [lost]                            Negative
      1889                                      RT @Billiu...                              [protection, problem]                             Neutral
      1890                                      RT @Yaniar...                                 [refreshing, best]                            Positive
      1896                                      RT @FaustF...                                          [shocked]                            Negative
      1900                                      RT @yujing...                                             [miss]                            Negative
      1904                                      RT @alanas...                                            [worst]                            Negative
      1906                                      RT @itsTar...                                            [worst]                            Negative
      1909                                      RT @George...                                         [harassed]                            Negative
      1910                                      @AlBowers1...                                  [adverse, proper]                             Neutral
      1912                                      RT @KerriS...                              [hard, protect, like]                            Positive
      1914                                      @chasekuer...                                    [freedom, hard]                             Neutral
      1917                                      RT @alanas...                                            [worst]                            Negative
      1918                                      @lacunalin...                                    [fell, relaxed]                             Neutral
      1921                                      RT @George...                                         [harassed]                            Negative
      1923                                      At a 1yr o...                                             [fine]                            Positive
      1926                                      RT @patrio...                                            [punch]                            Negative
      1927                                      RT @RCdeWi...                                             [like]                            Positive
      1928                                      @roussin_b...                                       [respectful]                            Positive
      1930                                      Sometimes ...                                             [fall]                            Negative
      1932                                      @CarmellaW...                                          [hideous]                            Negative
      1935                                      RT @a_long...                              [significant, burden]                             Neutral
      1937                                      Makeup isn...                                          [stunned]                            Positive
      1938                                      RT @Dangan...                                  [cracked, dented]                            Negative
      1940                                      @Antonio_C...                               [better, detracting]                             Neutral
      1941                                      RT @patrio...                                            [punch]                            Negative
      1943                                      RT @alanas...                                            [worst]                            Negative
      1946                                      RT @alanas...                                            [worst]                            Negative
      1948                                      RT @Marcus...                                             [lost]                            Negative
      1949                                      @debbieNP1...                                [allergic, healthy]                             Neutral
      1952                                      @Jessica32...                                          [perfect]                            Positive
      1954                                      RT @alanas...                                            [worst]                            Negative
      1956                                      RT @George...                                         [harassed]                            Negative
      1959                                      @EricTopol...                                     [tyrannically]                            Negative
      1960                                      @daveirl @...                                        [infection]                            Negative
      1964                                      RT @THEDav...                                         [refusing]                            Negative
      1965                                      RT @patrio...                                            [punch]                            Negative
      1967                                      RT @_lokes...                                            [death]                            Negative
      1969                                      RT @Marcus...                                             [lost]                            Negative
      1970                                      @DanimAndL...                                            [silly]                            Negative
      1972                                      @NCnote @S...                                  [support, cancer]                             Neutral
      1976                                      RT @alanas...                                            [worst]                            Negative
      1977                                      RT @alanas...                                            [worst]                            Negative
      1980                                      RT @LibraT...                                  [upset, annoying]                            Negative
      1984                                      RT @Marcus...                                             [lost]                            Negative
      1987                                      RT @Billiu...                              [protection, problem]                             Neutral
      1988                                      RT @Yaniar...                                 [refreshing, best]                            Positive
      1994                                      RT @FaustF...                                          [shocked]                            Negative
      1998                                      RT @yujing...                                             [miss]                            Negative
      2002                                      RT @alanas...                                            [worst]                            Negative
      2004                                      RT @itsTar...                                            [worst]                            Negative
      2007                                      RT @George...                                         [harassed]                            Negative
      2008                                      @AlBowers1...                                  [adverse, proper]                             Neutral
      2010                                      RT @KerriS...                              [hard, protect, like]                            Positive
      2012                                      @chasekuer...                                    [freedom, hard]                             Neutral
      2015                                      RT @alanas...                                            [worst]                            Negative
      2016                                      @lacunalin...                                    [fell, relaxed]                             Neutral
      2019                                      RT @George...                                         [harassed]                            Negative
      2021                                      At a 1yr o...                                             [fine]                            Positive
      2024                                      RT @patrio...                                            [punch]                            Negative
      2025                                      RT @RCdeWi...                                             [like]                            Positive
      2026                                      @roussin_b...                                       [respectful]                            Positive
      2028                                      Sometimes ...                                             [fall]                            Negative
      2030                                      @CarmellaW...                                          [hideous]                            Negative
      2033                                      RT @a_long...                              [significant, burden]                             Neutral
      2035                                      Makeup isn...                                          [stunned]                            Positive
      2036                                      RT @Dangan...                                  [cracked, dented]                            Negative
      2038                                      @Antonio_C...                               [better, detracting]                             Neutral
      2039                                      RT @patrio...                                            [punch]                            Negative
      2041                                      RT @alanas...                                            [worst]                            Negative
      2044                                      RT @alanas...                                            [worst]                            Negative
      2046                                      RT @Marcus...                                             [lost]                            Negative
      2047                                      @debbieNP1...                                [allergic, healthy]                             Neutral
      2050                                      @Jessica32...                                          [perfect]                            Positive
      2052                                      RT @alanas...                                            [worst]                            Negative
      2054                                      RT @George...                                         [harassed]                            Negative
      2057                                      @EricTopol...                                     [tyrannically]                            Negative
      2058                                      @daveirl @...                                        [infection]                            Negative
      2062                                      RT @THEDav...                                         [refusing]                            Negative
      2063                                      RT @patrio...                                            [punch]                            Negative
      2065                                      RT @_lokes...                                            [death]                            Negative
      2067                                      RT @Marcus...                                             [lost]                            Negative
      2068                                      @DanimAndL...                                            [silly]                            Negative
      2070                                      @NCnote @S...                                  [support, cancer]                             Neutral
      2074                                      RT @alanas...                                            [worst]                            Negative
      2075                                      RT @alanas...                                            [worst]                            Negative
      2078                                      i was so t...                                            [tired]                            Negative
      2079                                      @BXLelerat...                                       [inevitable]                            Negative
      2080                                      RT @canmer...                                            [right]                            Positive
      2082                                      @FoxEthere...                                       [like, worn]                             Neutral
      2084                                      RT @IBlame...                                       [fuck, sexy]                             Neutral
      2086                                      RT @lisa_i...                                          [healthy]                            Positive
      2090                                      @PokerPoli...                                  [overthrow, evil]                            Negative
      2091                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2092                                      RT @Dipshi...                                  [mistakes, handy]                             Neutral
      2093                                      RT @carole...                                      [well, worth]                            Positive
      2094                                      RT @stephe...                                             [hard]                            Negative
      2096                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      2097                                      Currently ...                                             [tank]                            Negative
      2099                                      @Billius27...                                          [cleaner]                            Positive
      2101                                      RT @Preyra...                                       [work, risk]                             Neutral
      2102                                      What is th...                               [tired, like, virus]                            Negative
      2105                                      RT @thediv...                                             [safe]                            Positive
      2106                                      RT @ponsel...                                             [nice]                            Positive
      2107                                      RT @BMarug...                                             [fall]                            Negative
      2111                                      RT @lisa_i...                                          [healthy]                            Positive
      2112                                      RT @ezrale...                                             [best]                            Positive
      2114                                      RT @aaronh...                                          [protect]                            Positive
      2116                                      that panda...                                         [euphoria]                            Positive
      2117                                      Well. This...                                     [tired, wrong]                            Negative
      2118                                      @NPR The u...                        [uninformed, selfish, good]                            Negative
      2120                                      RT @Marcus...                                             [lost]                            Negative
      2123                                      RT @alanas...                                            [worst]                            Negative
      2124                                      @shitfor A...                                    [like, protect]                            Positive
      2128                                      RT @Bret_S...                                           [excuse]                            Negative
      2129                                      RT @just_s...                                         [terrible]                            Negative
      2134                                      I just kno...                                   [gorgeous, like]                            Positive
      2137                                      RT @lisa_i...                                          [healthy]                            Positive
      2138                                      RT @George...                                         [harassed]                            Negative
      2139                                      @rosecityo...                                       [appreciate]                            Positive
      2140                                      Only thing...                                    [upset, decent]                             Neutral
      2141                                      RT @BMarug...                                             [fall]                            Negative
      2143                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2148                                      RT @alanas...                                            [worst]                            Negative
      2149                                      RT @Bret_S...                                           [excuse]                            Negative
      2150                                      RT @George...                                         [harassed]                            Negative
      2154                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2155                                      RT @Billiu...                                          [refused]                            Negative
      2157                                      RT @thediv...                                             [safe]                            Positive
      2161                                      RT @jp_cry...                                          [winners]                            Positive
      2162                                      RT @childi...                                     [disappointed]                            Negative
      2166                                      RT @doitli...                                             [like]                            Positive
      2168                                      RT @KerriS...                              [hard, protect, like]                            Positive
      2169                                      RT @Mikeno...                                          [refused]                            Negative
      2172                                      A customer...                                            [smile]                            Positive
      2178                                      i was so t...                                            [tired]                            Negative
      2179                                      @BXLelerat...                                       [inevitable]                            Negative
      2180                                      RT @canmer...                                            [right]                            Positive
      2182                                      @FoxEthere...                                       [like, worn]                             Neutral
      2184                                      RT @IBlame...                                       [fuck, sexy]                             Neutral
      2186                                      RT @lisa_i...                                          [healthy]                            Positive
      2190                                      @PokerPoli...                                  [overthrow, evil]                            Negative
      2191                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2192                                      RT @Dipshi...                                  [mistakes, handy]                             Neutral
      2193                                      RT @carole...                                      [well, worth]                            Positive
      2194                                      RT @stephe...                                             [hard]                            Negative
      2196                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      2197                                      Currently ...                                             [tank]                            Negative
      2199                                      @Billius27...                                          [cleaner]                            Positive
      2201                                      RT @Preyra...                                       [work, risk]                             Neutral
      2202                                      What is th...                               [tired, like, virus]                            Negative
      2205                                      RT @thediv...                                             [safe]                            Positive
      2206                                      RT @ponsel...                                             [nice]                            Positive
      2207                                      RT @BMarug...                                             [fall]                            Negative
      2211                                      RT @lisa_i...                                          [healthy]                            Positive
      2212                                      RT @ezrale...                                             [best]                            Positive
      2214                                      RT @aaronh...                                          [protect]                            Positive
      2216                                      that panda...                                         [euphoria]                            Positive
      2217                                      Well. This...                                     [tired, wrong]                            Negative
      2218                                      @NPR The u...                        [uninformed, selfish, good]                            Negative
      2220                                      RT @Marcus...                                             [lost]                            Negative
      2223                                      RT @alanas...                                            [worst]                            Negative
      2224                                      @shitfor A...                                    [like, protect]                            Positive
      2228                                      RT @Bret_S...                                           [excuse]                            Negative
      2229                                      RT @just_s...                                         [terrible]                            Negative
      2234                                      I just kno...                                   [gorgeous, like]                            Positive
      2237                                      RT @lisa_i...                                          [healthy]                            Positive
      2238                                      RT @George...                                         [harassed]                            Negative
      2239                                      @rosecityo...                                       [appreciate]                            Positive
      2240                                      Only thing...                                    [upset, decent]                             Neutral
      2241                                      RT @BMarug...                                             [fall]                            Negative
      2243                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2248                                      RT @alanas...                                            [worst]                            Negative
      2249                                      RT @Bret_S...                                           [excuse]                            Negative
      2250                                      RT @George...                                         [harassed]                            Negative
      2254                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2255                                      RT @Billiu...                                          [refused]                            Negative
      2257                                      RT @thediv...                                             [safe]                            Positive
      2261                                      RT @jp_cry...                                          [winners]                            Positive
      2262                                      RT @childi...                                     [disappointed]                            Negative
      2266                                      RT @doitli...                                             [like]                            Positive
      2268                                      RT @KerriS...                              [hard, protect, like]                            Positive
      2269                                      RT @Mikeno...                                          [refused]                            Negative
      2272                                      A customer...                                            [smile]                            Positive
      2278                                      i was so t...                                            [tired]                            Negative
      2279                                      @BXLelerat...                                       [inevitable]                            Negative
      2280                                      RT @canmer...                                            [right]                            Positive
      2282                                      @FoxEthere...                                       [like, worn]                             Neutral
      2284                                      RT @IBlame...                                       [fuck, sexy]                             Neutral
      2286                                      RT @lisa_i...                                          [healthy]                            Positive
      2290                                      @PokerPoli...                                  [overthrow, evil]                            Negative
      2291                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2292                                      RT @Dipshi...                                  [mistakes, handy]                             Neutral
      2293                                      RT @carole...                                      [well, worth]                            Positive
      2294                                      RT @stephe...                                             [hard]                            Negative
      2296                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      2297                                      Currently ...                                             [tank]                            Negative
      2299                                      @Billius27...                                          [cleaner]                            Positive
      2301                                      RT @Preyra...                                       [work, risk]                             Neutral
      2302                                      What is th...                               [tired, like, virus]                            Negative
      2305                                      RT @thediv...                                             [safe]                            Positive
      2306                                      RT @ponsel...                                             [nice]                            Positive
      2307                                      RT @BMarug...                                             [fall]                            Negative
      2311                                      RT @lisa_i...                                          [healthy]                            Positive
      2312                                      RT @ezrale...                                             [best]                            Positive
      2314                                      RT @aaronh...                                          [protect]                            Positive
      2316                                      that panda...                                         [euphoria]                            Positive
      2317                                      Well. This...                                     [tired, wrong]                            Negative
      2318                                      @NPR The u...                        [uninformed, selfish, good]                            Negative
      2320                                      RT @Marcus...                                             [lost]                            Negative
      2323                                      RT @alanas...                                            [worst]                            Negative
      2324                                      @shitfor A...                                    [like, protect]                            Positive
      2328                                      RT @Bret_S...                                           [excuse]                            Negative
      2329                                      RT @just_s...                                         [terrible]                            Negative
      2334                                      I just kno...                                   [gorgeous, like]                            Positive
      2337                                      RT @lisa_i...                                          [healthy]                            Positive
      2338                                      RT @George...                                         [harassed]                            Negative
      2339                                      @rosecityo...                                       [appreciate]                            Positive
      2340                                      Only thing...                                    [upset, decent]                             Neutral
      2341                                      RT @BMarug...                                             [fall]                            Negative
      2343                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2348                                      RT @alanas...                                            [worst]                            Negative
      2349                                      RT @Bret_S...                                           [excuse]                            Negative
      2350                                      RT @George...                                         [harassed]                            Negative
      2354                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2355                                      RT @Billiu...                                          [refused]                            Negative
      2357                                      RT @thediv...                                             [safe]                            Positive
      2361                                      RT @jp_cry...                                          [winners]                            Positive
      2362                                      RT @childi...                                     [disappointed]                            Negative
      2366                                      RT @doitli...                                             [like]                            Positive
      2368                                      RT @KerriS...                              [hard, protect, like]                            Positive
      2369                                      RT @Mikeno...                                          [refused]                            Negative
      2372                                      A customer...                                            [smile]                            Positive
      2379                                      i was so t...                                            [tired]                            Negative
      2380                                      @BXLelerat...                                       [inevitable]                            Negative
      2381                                      RT @canmer...                                            [right]                            Positive
      2383                                      @FoxEthere...                                       [like, worn]                             Neutral
      2385                                      RT @IBlame...                                       [fuck, sexy]                             Neutral
      2387                                      RT @lisa_i...                                          [healthy]                            Positive
      2391                                      @PokerPoli...                                  [overthrow, evil]                            Negative
      2392                                      RT @MrAhme...                    [worried, inconvenience, dying]                            Negative
      2393                                      RT @Dipshi...                                  [mistakes, handy]                             Neutral
      2394                                      RT @carole...                                      [well, worth]                            Positive
      2395                                      RT @stephe...                                             [hard]                            Negative
      2397                                      RT @Jaclyn...                                   [proven, damage]                             Neutral
      2398                                      Currently ...                                             [tank]                            Negative
      2400                                      @Billius27...                                          [cleaner]                            Positive
      2402                                      RT @Preyra...                                       [work, risk]                             Neutral
      2403                                      What is th...                               [tired, like, virus]                            Negative
      2406                                      RT @thediv...                                             [safe]                            Positive
      2407                                      RT @ponsel...                                             [nice]                            Positive
      2408                                      RT @BMarug...                                             [fall]                            Negative
      2412                                      RT @lisa_i...                                          [healthy]                            Positive
      2413                                      RT @ezrale...                                             [best]                            Positive
      2415                                      RT @aaronh...                                          [protect]                            Positive
      2417                                      that panda...                                         [euphoria]                            Positive
      2418                                      Well. This...                                     [tired, wrong]                            Negative
      2419                                      @NPR The u...                        [uninformed, selfish, good]                            Negative
      2421                                      RT @Marcus...                                             [lost]                            Negative
      2424                                      RT @alanas...                                            [worst]                            Negative
      2425                                      @shitfor A...                                    [like, protect]                            Positive
      2429                                      RT @Bret_S...                                           [excuse]                            Negative
      2430                                      RT @just_s...                                         [terrible]                            Negative
      2435                                      I just kno...                                   [gorgeous, like]                            Positive
